Rank,Locid,RO,ST,City,Airport Name,Svc Lvl,Hub,CY 06 Scheduled Boardings,CY 06 Unscheduled Boardings,CY 06 Total  Boardings
13.0,MCO,SO,FL,Orlando,Orlando International,P,L,16741922.0,65612.0,16807534.0
15.0,MIA,SO,FL,Miami,Miami International,P,L,15444771.0,220020.0,15664791.0
24.0,FLL,SO,FL,Fort Lauderdale,Fort Lauderdale/Hollywood International,P,L,10128935.0,75644.0,10204579.0
26.0,TPA,SO,FL,Tampa,Tampa International,P,L,9174446.0,13419.0,9187865.0
48.0,RSW,SO,FL,Fort Myers,Southwest Florida International,P,M,3759511.0,4712.0,3764223.0
51.0,PBI,SO,FL,West Palm Beach,Palm Beach International,P,M,3404572.0,13738.0,3418310.0
58.0,JAX,SO,FL,Jacksonville,Jacksonville International,P,M,2961340.0,10613.0,2971953.0
92.0,SFB,SO,FL,Sanford,Orlando Sanford International,P,S,329986.0,585149.0,915135.0
94.0,PNS,SO,FL,Pensacola,Pensacola Regional,P,S,806675.0,394.0,807069.0
99.0,SRQ,SO,FL,Sarasota/Bradenton,Sarasota/Bradenton International,P,S,710231.0,2148.0,712379.0
119.0,TLH,SO,FL,Tallahassee,Tallahassee Regional,P,S,488805.0,4021.0,492826.0
141.0,VPS,SO,FL,Valparaiso,Eglin AFB,P,N,349307.0,1177.0,350484.0
148.0,EYW,SO,FL,Key West,Key West International,P,N,284440.0,9607.0,294047.0
158.0,DAB,SO,FL,Daytona Beach,Daytona Beach International,P,N,261461.0,1042.0,262503.0
176.0,PIE,SO,FL,Clearwater,St Petersburg-Clearwater International,P,N,172113.0,28859.0,200972.0
188.0,PFN,SO,FL,Panama City,Panama City-Bay County International,P,N,173174.0,37.0,173211.0
190.0,MLB,SO,FL,Melbourne,Melbourne International,P,N,161660.0,419.0,162079.0
196.0,GNV,SO,FL,Gainesville,Gainesville Regional,P,N,150066.0,3466.0,153532.0
319.0,APF,SO,FL,Naples,Naples Municipal,P,N,24195.0,1184.0,25379.0
395.0,NIP,SO,FL,Jacksonville,Jacksonville NAS /Towers Field/,GA,-,0.0,10308.0,10308.0
641.0,HRT,SO,FL,Mary Esther,Hurlburt Field,GA,-,0.0,1569.0,1569.0
648.0,BCT,SO,FL,Boca Raton,Boca Raton,GA,-,0.0,1504.0,1504.0
679.0,COF,SO,FL,Cocoa Beach,Patrick AFB,GA,-,0.0,1160.0,1160.0
749.0,ORL,SO,FL,Orlando,Executive,GA,-,0.0,562.0,562.0
752.0,PAM,SO,FL,Panama City,Tyndall AFB,GA,-,0.0,540.0,540.0
759.0,SUA,SO,FL,Stuart,Witham Field,GA,-,0.0,510.0,510.0
762.0,VRB,SO,FL,Vero Beach,Vero Beach Municipal,GA,-,0.0,488.0,488.0
777.0,CRG,SO,FL,Jacksonville,Craig Municipal,GA,-,0.0,444.0,444.0
783.0,MCF,SO,FL,Tampa,MacDill AFB,GA,-,0.0,423.0,423.0
807.0,FXE,SO,FL,Fort Lauderdale,Fort Lauderdale Executive,GA,-,0.0,341.0,341.0
812.0,SGJ,SO,FL,Saint Augustine,St Augustine,GA,-,0.0,326.0,326.0
824.0,SPG,SO,FL,Saint Petersburg,Albert Whitted,GA,-,0.0,285.0,285.0
837.0,ISM,SO,FL,Kissimmee,Kissimmee Gateway,GA,-,0.0,242.0,242.0
863.0,NPA,SO,FL,Pensacola,Pensacola NAS/Forrest Sherman Field/,GA,-,0.0,208.0,208.0
870.0,OPF,SO,FL,Miami,Opa Locka,GA,-,0.0,201.0,201.0
877.0,LAL,SO,FL,Lakeland,Lakeland Linder Regional,GA,-,0.0,191.0,191.0
884.0,DTS,SO,FL,Destin,Destin-Fort Walton Beach,GA,-,0.0,178.0,178.0
893.0,07FA,SO,FL,Key Largo,Ocean Reef Club,GA,-,0.0,163.0,163.0
897.0,MTH,SO,FL,Marathon,The Florida Keys Marathon,GA,-,0.0,162.0,162.0
923.0,FMY,SO,FL,Fort Myers,Page Field,GA,-,0.0,139.0,139.0
925.0,TIX,SO,FL,Titusville,Space Coast Regional,GA,-,0.0,138.0,138.0
926.0,NQX,SO,FL,Key West,Key West NAS /Boca Chica Field/,GA,-,0.0,137.0,137.0
950.0,NRB,SO,FL,Mayport,Mayport NS (Adm David L. McDonald Field),GA,-,0.0,121.0,121.0
961.0,PGD,SO,FL,Punta Gorda,Charlotte County,GA,-,0.0,113.0,113.0
965.0,TMB,SO,FL,Miami,Kendall-Tamiami Executive,GA,-,0.0,109.0,109.0
979.0,OCF,SO,FL,Ocala,Ocala International-Jim Taylor Field,GA,-,0.0,102.0,102.0
987.0,HST,SO,FL,Homestead,Homestead ARB,GA,-,0.0,96.0,96.0
1014.0,FPR,SO,FL,Fort Pierce,St Lucie County International,GA,-,0.0,79.0,79.0
1024.0,EVB,SO,FL,New Smyrna Beach,New Smyrna Beach Municipal,GA,-,75.0,0.0,75.0
1030.0,MKY,SO,FL,Marco Island,Marco Island,GA,-,0.0,74.0,74.0
1053.0,TPF,SO,FL,Tampa,Peter O Knight,GA,-,0.0,67.0,67.0
1060.0,55J,SO,FL,Fernandina Beach,Fernandina Beach Municipal,GA,-,0.0,64.0,64.0
1088.0,F45,SO,FL,West Palm Beach,North Palm Beach County General Aviation,GA,-,0.0,53.0,53.0
1112.0,VNC,SO,FL,Venice,Venice Municipal,GA,-,0.0,50.0,50.0
1181.0,XFL,SO,FL,Bunnell,Flagler County,GA,-,0.0,38.0,38.0
1252.0,GIF,SO,FL,Winter Haven,Winter Haven's Gilbert,GA,-,0.0,26.0,26.0
1319.0,LEE,SO,FL,Leesburg,Leesburg International,GA,-,0.0,20.0,20.0
1322.0,VDF,SO,FL,Tampa,Vandenberg,GA,-,0.0,20.0,20.0
1330.0,BKV,SO,FL,Brooksville,Hernando County,GA,-,0.0,19.0,19.0
1384.0,DED,SO,FL,DeLand,DeLand Municipal-Sidney H Taylor Field,GA,-,0.0,16.0,16.0
1698.0,CGC,SO,FL,Crystal River,Crystal River,GA,-,0.0,6.0,6.0
1829.0,X06,SO,FL,Arcadia,Arcadia Municipal,GA,-,0.0,5.0,5.0
1756.0,AGR,SO,FL,Avon Park,Macdill AFB Aux Field,GA,-,0.0,5.0,5.0
1828.0,X04,SO,FL,Plymouth,Orlando Apopka,GA,-,0.0,5.0,5.0
1815.0,SEF,SO,FL,Sebring,Sebring Regional,GA,-,0.0,5.0,5.0
1830.0,ZPH,SO,FL,Zephyrhills,Zephyrhills Municipal,GA,-,0.0,5.0,5.0
1848.0,AAF,SO,FL,Apalachicola,Apalachicola Municipal,GA,-,0.0,4.0,4.0
1854.0,BOW,SO,FL,Bartow,Bartow Municipal,GA,-,0.0,4.0,4.0
1959.0,HWO,SO,FL,Hollywood,North Perry,GA,-,0.0,3.0,3.0
1968.0,MAI,SO,FL,Marianna,Marianna Municipal,GA,-,0.0,3.0,3.0
1978.0,OMN,SO,FL,Ormond Beach,Ormond Beach Municipal,GA,-,0.0,3.0,3.0
2040.0,CTY,SO,FL,Cross City,Cross City,GA,-,0.0,2.0,2.0
2097.0,X35,SO,FL,Dunnellon,Dunnellon/Marion County & Park of Commerce,GA,-,0.0,2.0,2.0
2078.0,OBE,SO,FL,Okeechobee,Okeechobee County,GA,-,0.0,2.0,2.0
2068.0,LNA,SO,FL,West Palm Beach,Palm Beach County Park,GA,-,0.0,2.0,2.0
2204.0,X10,SO,FL,Belle Glade,Belle Glade State Municipal,GA,-,0.0,1.0,1.0
2164.0,LCQ,SO,FL,Lake City,Lake City Municipal,GA,-,0.0,1.0,1.0
2137.0,COI,SO,FL,Merritt Island,Merritt Island,GA,-,0.0,1.0,1.0
2183.0,PHK,SO,FL,Pahokee,Palm Beach County Glades,GA,-,0.0,1.0,1.0
2205.0,X59,SO,FL,Valkaria,Valkaria,GA,-,0.0,1.0,1.0
1.0,ATL,SO,GA,Atlanta,Hartsfield - Jackson Atlanta International,P,L,41233044.0,118994.0,41352038.0
89.0,SAV,SO,GA,Savannah,Savannah/Hilton Head International,P,S,950108.0,796.0,950904.0
204.0,AGS,SO,GA,Augusta,Augusta Regional at Bush Field,P,N,130721.0,3995.0,134716.0
269.0,CSG,SO,GA,Columbus,Columbus Metropolitan,P,N,43389.0,1483.0,44872.0
277.0,VLD,SO,GA,Valdosta,Valdosta Regional,P,N,39349.0,480.0,39829.0
290.0,ABY,SO,GA,Albany,Southwest Georgia Regional,P,N,34709.0,3.0,34712.0
312.0,BQK,SO,GA,Brunswick,Brunswick Golden Isles,P,N,26640.0,85.0,26725.0
372.0,MCN,SO,GA,Macon,Middle Georgia Regional,P,N,13301.0,2.0,13303.0
442.0,AHN,SO,GA,Athens,Athens/Ben Epps,CS,-,6305.0,433.0,6738.0
534.0,SVN,SO,GA,Savannah,Hunter AAF,GA,-,0.0,3167.0,3167.0
634.0,WRB,SO,GA,Warner Robins,Robins AFB,GA,-,0.0,1658.0,1658.0
659.0,LSF,SO,GA,Fort Benning (U.S. Army),Lawson AAF (Fort Benning),GA,-,0.0,1389.0,1389.0
724.0,VAD,SO,GA,Valdosta,Moody AFB,GA,-,0.0,761.0,761.0
895.0,PDK,SO,GA,Atlanta,Dekalb-Peachtree,GA,-,0.0,163.0,163.0
1237.0,MGE,SO,GA,Marietta,Dobbins Air Reserve Base (Atlanta NAS),GA,-,0.0,29.0,29.0
1334.0,FTY,SO,GA,Atlanta,Fulton County Airport-Brown Field,GA,-,0.0,19.0,19.0
1394.0,RYY,SO,GA,Marietta,Cobb County-McCollum Field,GA,-,0.0,16.0,16.0
1645.0,SSI,SO,GA,Brunswick,Malcolm McKinnon,GA,-,0.0,8.0,8.0
1662.0,DNN,SO,GA,Dalton,Dalton Municipal,GA,-,0.0,7.0,7.0
1670.0,MAC,SO,GA,Macon,Macon Downtown,GA,-,0.0,7.0,7.0
1954.0,GVL,SO,GA,Gainesville,Lee Gilmer Memorial,GA,-,0.0,3.0,3.0
1949.0,FFC,SO,GA,Peachtree City,Peachtree City-Falcon Field,GA,-,0.0,3.0,3.0
1989.0,TVI,SO,GA,Thomasville,Thomasville Regional,GA,-,0.0,3.0,3.0
2007.0,46A,SO,GA,Blairsville,Blairsville,GA,-,0.0,2.0,2.0
2017.0,6A1,SO,GA,Butler,Butler Municipal,GA,-,0.0,2.0,2.0
1995.0,19A,SO,GA,Jefferson,Jackson County,GA,-,0.0,2.0,2.0
2012.0,52A,SO,GA,Madison,Madison Municipal,GA,-,0.0,2.0,2.0
2033.0,CCO,SO,GA,Newnan,Newnan Coweta County,GA,-,0.0,2.0,2.0
2085.0,RMG,SO,GA,Rome,Richard B Russell,GA,-,0.0,2.0,2.0
2198.0,VDI,SO,GA,Vidalia,Vidalia Regional,GA,-,0.0,1.0,1.0
79.0,GUM,WP,GU,Agana,Guam International,P,S,1402642.0,13712.0,1416354.0
649.0,UAM,WP,GU,"Andersen,Mariana Island",Andersen AFB,GA,-,0.0,1490.0,1490.0
25.0,HNL,WP,HI,Honolulu,Honolulu International,P,L,9589589.0,266249.0,9855838.0
57.0,OGG,WP,HI,Kahului,Kahului,P,M,2981004.0,46102.0,3027106.0
76.0,KOA,WP,HI,Kailua Kona,Kona International at Keahole,P,S,1449394.0,1323.0,1450717.0
81.0,LIH,WP,HI,Lihue,Lihue,P,S,1312211.0,19221.0,1331432.0
103.0,ITO,WP,HI,Hilo,Hilo International,P,S,686236.0,9565.0,695801.0
234.0,MKK,WP,HI,Kaunakakai,Molokai,P,N,76728.0,0.0,76728.0
250.0,JHM,WP,HI,Lahaina,Kapalua,GA,-,59256.0,0.0,59256.0
259.0,LNY,WP,HI,Lanai City,Lanai,P,N,50528.0,368.0,50896.0
486.0,HNM,WP,HI,Hana,Hana,CS,-,4278.0,112.0,4390.0
592.0,MUE,WP,HI,Kamuela,Waimea-Kohala,GA,-,2144.0,0.0,2144.0
672.0,LUP,WP,HI,Kalaupapa,Kalaupapa,GA,-,1238.0,0.0,1238.0
853.0,NGF,WP,HI,Kaneohe,Kaneohe Bay MCAF,GA,-,0.0,225.0,225.0
1177.0,HFS,WP,HI,Tern Island,French Frigate Shoals,GA,-,0.0,38.0,38.0
90.0,DSM,CE,IA,Des Moines,Des Moines International,P,S,942027.0,5366.0,947393.0
115.0,CID,CE,IA,Cedar Rapids,The Eastern Iowa,P,S,512082.0,4013.0,516095.0
264.0,DBQ,CE,IA,Dubuque,Dubuque Regional,P,N,46752.0,221.0,46973.0
293.0,ALO,CE,IA,Waterloo,Waterloo Regional,P,N,32455.0,756.0,33211.0
294.0,SUX,CE,IA,Sioux City,Sioux Gateway/Col. Bud Day Field,P,N,32213.0,982.0,33195.0
376.0,MCW,CE,IA,Mason City,Mason City Municipal,P,N,12107.0,35.0,12142.0
427.0,BRL,CE,IA,Burlington,Southeast Iowa Regional,CS,-,7836.0,131.0,7967.0
439.0,FOD,CE,IA,Fort Dodge,Fort Dodge Regional,CS,-,6895.0,16.0,6911.0
657.0,IOW,CE,IA,Iowa City,Iowa City Municipal,GA,-,0.0,1396.0,1396.0
803.0,CIN,CE,IA,Carroll,Arthur N Neu,GA,-,0.0,350.0,350.0
860.0,SPW,CE,IA,Spencer,Spencer Municipal,GA,-,0.0,213.0,213.0
967.0,FSW,CE,IA,Fort Madison,Fort Madison Municipal,GA,-,0.0,108.0,108.0
984.0,MPZ,CE,IA,Mount Pleasant,Mount Pleasant Municipal,GA,-,0.0,99.0,99.0
1035.0,EOK,CE,IA,Keokuk,Keokuk Municipal,GA,-,0.0,71.0,71.0
1083.0,SOY,CE,IA,Sioux Center,Sioux Center Municipal,GA,-,0.0,55.0,55.0
1103.0,AMW,CE,IA,Ames,Ames Municipal,GA,-,0.0,50.0,50.0
1108.0,MXO,CE,IA,Monticello,Monticello Regional,GA,-,0.0,50.0,50.0
1146.0,EST,CE,IA,Estherville,Estherville Municipal,GA,-,0.0,42.0,42.0
1227.0,PEA,CE,IA,Pella,Pella Municipal,GA,-,0.0,30.0,30.0
1234.0,DVN,CE,IA,Davenport,Davenport Municipal,GA,-,0.0,29.0,29.0
1240.0,IKV,CE,IA,Ankeny,Ankeny Regional,GA,-,0.0,28.0,28.0
1249.0,0F3,CE,IA,Spirit Lake,Spirit Lake Municipal,GA,-,0.0,26.0,26.0
1268.0,TNU,CE,IA,Newton,Newton Municipal,GA,-,0.0,25.0,25.0
1350.0,OTM,CE,IA,Ottumwa,Ottumwa Industrial,GA,-,0.0,18.0,18.0
1398.0,TVK,CE,IA,Centerville,Centerville Municipal,GA,-,0.0,16.0,16.0
1478.0,FXY,CE,IA,Forest City,Forest City Municipal,GA,-,0.0,12.0,12.0
1511.0,IFA,CE,IA,Iowa Falls,Iowa Falls Municipal,GA,-,0.0,11.0,11.0
1521.0,ORC,CE,IA,Orange City,Orange City Municipal,GA,-,0.0,11.0,11.0
1499.0,AWG,CE,IA,Washington,Washington Municipal,GA,-,0.0,11.0,11.0
1564.0,VTI,CE,IA,Vinton,Vinton Veterans Memorial Airpark,GA,-,0.0,10.0,10.0
1574.0,CKP,CE,IA,Cherokee,Cherokee County Regional,GA,-,0.0,9.0,9.0
1678.0,OLZ,CE,IA,Oelwein,Oelwein Municipal,GA,-,0.0,7.0,7.0
1681.0,SHL,CE,IA,Sheldon,Sheldon Municipal,GA,-,0.0,7.0,7.0
1724.0,MUT,CE,IA,Muscatine,Muscatine Municipal,GA,-,0.0,6.0,6.0
1767.0,C27,CE,IA,Manchester,Manchester Municipal,GA,-,0.0,5.0,5.0
1875.0,ICL,CE,IA,Clarinda,Schenck Field,GA,-,0.0,4.0,4.0
1859.0,DEH,CE,IA,Decorah,Decorah Municipal,GA,-,0.0,4.0,4.0
1939.0,CNC,CE,IA,Chariton,Chariton Municipal,GA,-,0.0,3.0,3.0
1941.0,CWI,CE,IA,Clinton,Clinton Municipal,GA,-,0.0,3.0,3.0
1923.0,3Y2,CE,IA,West Union,George L Scott Municipal,GA,-,0.0,3.0,3.0
2054.0,GGI,CE,IA,Grinnell,Grinnell Regional,GA,-,0.0,2.0,2.0
2072.0,MIW,CE,IA,Marshalltown,Marshalltown Municipal,GA,-,0.0,2.0,2.0
2006.0,3Y3,CE,IA,Winterset,Winterset-Madison County,GA,-,0.0,2.0,2.0
2145.0,FFL,CE,IA,Fairfield,Fairfield Municipal,GA,-,0.0,1.0,1.0
2156.0,HNR,CE,IA,Harlan,Harlan Municipal,GA,-,0.0,1.0,1.0
2185.0,RDK,CE,IA,Red Oak,Red Oak Municipal,GA,-,0.0,1.0,1.0
2142.0,EBS,CE,IA,Webster City,Webster City Municipal,GA,-,0.0,1.0,1.0
71.0,BOI,NM,ID,Boise,Boise Air Terminal/Gowen Field,P,S,1647682.0,8995.0,1656677.0
197.0,IDA,NM,ID,Idaho Falls,Idaho Falls Regional,P,N,152069.0,77.0,152146.0
237.0,SUN,NM,ID,Hailey,Friedman Memorial,P,N,69467.0,590.0,70057.0
243.0,LWS,NM,ID,Lewiston,Lewiston-Nez Perce County,P,N,65128.0,1229.0,66357.0
279.0,TWF,NM,ID,Twin Falls,Joslin Field - Magic Valley Regional,P,N,39081.0,72.0,39153.0
291.0,PIH,NM,ID,Arbon Valley,Pocatello Regional,P,N,33743.0,715.0,34458.0
491.0,EUL,NM,ID,Caldwell,Caldwell Industrial,GA,-,0.0,4203.0,4203.0
615.0,SMN,NM,ID,Salmon,Lemhi County,GA,-,539.0,1273.0,1812.0
623.0,S76,NM,ID,Coeur d'Alene,Brooks,GA,-,0.0,1750.0,1750.0
716.0,MUO,NM,ID,Mountain Home,Mountain Home AFB,GA,-,0.0,792.0,792.0
723.0,MYL,NM,ID,McCall,McCall Municipal,GA,-,46.0,719.0,765.0
772.0,LLJ,NM,ID,Challis,Challis,GA,-,0.0,455.0,455.0
859.0,2U7,NM,ID,Stanley,Stanley,GA,-,0.0,213.0,213.0
900.0,2U8,NM,ID,Stanley,Thomas Creek,GA,-,0.0,160.0,160.0
906.0,S81,NM,ID,Indian Creek,Indian Creek USFS,GA,-,0.0,155.0,155.0
1061.0,COE,NM,ID,Hayden Lake,Coeur d'Alene Air Terminal,GA,-,0.0,64.0,64.0
1105.0,I08,NM,ID,Big Creek Ranger Station,Cabin Creek USFS,GA,-,0.0,50.0,50.0
1106.0,ID67,NM,ID,Challis,Lower Loon Creek,GA,-,0.0,50.0,50.0
1133.0,65S,NM,ID,Bonners Ferry,Boundary County,GA,-,0.0,44.0,44.0
1215.0,JER,NM,ID,Jerome,Jerome County,GA,-,0.0,31.0,31.0
1266.0,S80,NM,ID,Grangeville,Idaho County,GA,-,0.0,25.0,25.0
1296.0,DIJ,NM,ID,Driggs,Driggs-Reed Memorial,GA,-,0.0,22.0,22.0
1491.0,1U7,NM,ID,Paris,Bear Lake County,GA,-,0.0,11.0,11.0
1643.0,S84,NM,ID,Cottonwood,Cottonwood Municipal,GA,-,0.0,8.0,8.0
1741.0,U01,NM,ID,American Falls,American Falls,GA,-,0.0,6.0,6.0
1738.0,SZT,NM,ID,Sandpoint,Sandpoint,GA,-,0.0,6.0,6.0
1758.0,AOC,NM,ID,Arco,Arco-Butte County,GA,-,0.0,5.0,5.0
1783.0,GNG,NM,ID,Gooding,Gooding Municipal,GA,-,0.0,5.0,5.0
1814.0,S72,NM,ID,Saint Maries,St Maries Municipal,GA,-,0.0,5.0,5.0
1906.0,S78,NM,ID,Emmett,Emmett Municipal,GA,-,0.0,4.0,4.0
1913.0,U53,NM,ID,Lake/Island Park/,Henry's Lake,GA,-,0.0,4.0,4.0
1882.0,MLD,NM,ID,Malad City,Malad City,GA,-,0.0,4.0,4.0
1990.0,U70,NM,ID,Cascade,Cascade,GA,-,0.0,3.0,3.0
2.0,ORD,GL,IL,Chicago,Chicago O'Hare International,P,L,36703789.0,121308.0,36825097.0
28.0,MDW,GL,IL,Chicago,Chicago Midway International,P,L,8898296.0,16996.0,8915292.0
123.0,MLI,GL,IL,Moline,Quad City International,P,S,452682.0,872.0,453554.0
159.0,BMI,GL,IL,Bloomington/Normal,Central IL Regional Airport at Bloomington-Normal,P,N,256152.0,556.0,256708.0
161.0,PIA,GL,IL,Peoria,Greater Peoria Regional,P,N,238870.0,1599.0,240469.0
208.0,CMI,GL,IL,Champaign,University of Illinois-Willard,P,N,114769.0,2360.0,117129.0
220.0,RFD,GL,IL,Rockford,Chicago/Rockford International,P,N,82485.0,7357.0,89842.0
244.0,SPI,GL,IL,Springfield,Abraham Lincoln Capital,P,N,64458.0,729.0,65187.0
310.0,BLV,GL,IL,Belleville,Scott AFB/Midamerica,P,N,24729.0,2033.0,26762.0
358.0,DEC,GL,IL,Decatur,Decatur,P,N,14624.0,56.0,14680.0
374.0,MWA,GL,IL,Marion,Williamson County Regional,P,N,11584.0,578.0,12162.0
420.0,UIN,GL,IL,Quincy,Quincy Regional-Baldwin Field,CS,-,8068.0,258.0,8326.0
676.0,IGQ,GL,IL,Chicago,Lansing Municipal,GA,-,0.0,1208.0,1208.0
705.0,GBG,GL,IL,Galesburg,Galesburg Municipal,GA,-,0.0,851.0,851.0
721.0,CPS,GL,IL,Cahokia,St Louis Downtown,GA,-,0.0,767.0,767.0
734.0,PWK,GL,IL,Wheeling,Chicago Executive,GA,-,0.0,660.0,660.0
751.0,LOT,GL,IL,Romeo (RR name for Romeoville),Lewis University,GA,-,0.0,548.0,548.0
780.0,MQB,GL,IL,Macomb,Macomb Municipal,GA,-,0.0,431.0,431.0
847.0,DPA,GL,IL,Chicago/West Chicago,Dupage,GA,-,0.0,230.0,230.0
920.0,UGN,GL,IL,Waukegan,Waukegan Regional,GA,-,0.0,143.0,143.0
1101.0,3MY,GL,IL,Peoria,Mount Hawley Auxiliary,GA,-,0.0,50.0,50.0
1123.0,ALN,GL,IL,Alton,St Louis Regional,GA,-,0.0,46.0,46.0
1136.0,MTO,GL,IL,Mattoon/Charleston,Coles County Memorial,GA,-,0.0,44.0,44.0
1193.0,LWV,GL,IL,Lawrenceville,Lawrenceville-Vincennes International,GA,-,0.0,35.0,35.0
1260.0,CTK,GL,IL,Canton,Ingersoll,GA,-,0.0,25.0,25.0
1376.0,3CK,GL,IL,Lake in the Hills,Lake in the Hills,GA,-,0.0,16.0,16.0
1427.0,IKK,GL,IL,Kankakee,Greater Kankakee,GA,-,0.0,14.0,14.0
1444.0,VYS,GL,IL,Peru,Illinois Valley Regional-Walter A Duncan Field,GA,-,0.0,14.0,14.0
1461.0,RSV,GL,IL,Robinson,Robinson Municipal,GA,-,0.0,13.0,13.0
1467.0,1H2,GL,IL,Effingham,Effingham County Memorial,GA,-,0.0,12.0,12.0
1466.0,10C,GL,IL,Greenwood,Galt Field,GA,-,0.0,12.0,12.0
1474.0,C15,GL,IL,Pekin,Pekin Municipal,GA,-,0.0,12.0,12.0
1497.0,ARR,GL,IL,Aurora,Aurora Municipal,GA,-,0.0,11.0,11.0
1621.0,ENL,GL,IL,Centralia,Centralia Municipal,GA,-,0.0,8.0,8.0
1623.0,FWC,GL,IL,Fairfield,Fairfield Municipal,GA,-,0.0,8.0,8.0
1602.0,06C,GL,IL,Schaumburg,Schaumburg Regional,GA,-,0.0,8.0,8.0
1699.0,CUL,GL,IL,Carmi,Carmi Municipal,GA,-,0.0,6.0,6.0
1705.0,FEP,GL,IL,Freeport,Albertus,GA,-,0.0,6.0,6.0
1766.0,C09,GL,IL,Morris,Morris Municipal - James R. Washburn Field,GA,-,0.0,5.0,5.0
1861.0,DNV,GL,IL,Danville,Vermilion County,GA,-,0.0,4.0,4.0
1901.0,PRG,GL,IL,Paris,Edgar County,GA,-,0.0,4.0,4.0
1970.0,MDH,GL,IL,Carbondale,Southern Illinois,GA,-,0.0,3.0,3.0
2031.0,C73,GL,IL,Dixon,Dixon Municipal-Charles R. Walgreen Field,GA,-,0.0,2.0,2.0
2073.0,MVN,GL,IL,Mount Vernon,Mount Vernon,GA,-,0.0,2.0,2.0
2022.0,8N2,GL,IL,Ottawa,Skydive Chicago,GA,-,0.0,2.0,2.0
2083.0,PPQ,GL,IL,Pittsfield,Pittsfield Penstone Municipal,GA,-,0.0,2.0,2.0
2090.0,SQI,GL,IL,Sterling,Whiteside County-Jos H Bittorf Field,GA,-,0.0,2.0,2.0
2151.0,H96,GL,IL,Benton,Benton Municipal,GA,-,0.0,1.0,1.0
2134.0,C16,GL,IL,Urbana,Frasca Field,GA,-,0.0,1.0,1.0
45.0,IND,GL,IN,Indianapolis,Indianapolis International,P,M,3990670.0,17968.0,4008638.0
138.0,SBN,GL,IN,South Bend,South Bend Regional,P,S,374816.0,4093.0,378909.0
157.0,FWA,GL,IN,Fort Wayne,Fort Wayne International,P,N,266902.0,1220.0,268122.0
162.0,EVV,GL,IN,Evansville,Evansville Regional,P,N,233375.0,933.0,234308.0
567.0,GYY,GL,IN,Gary,Gary/Chicago International,GA,-,0.0,2512.0,2512.0
625.0,LAF,GL,IN,Lafayette,Purdue University,GA,-,0.0,1738.0,1738.0
689.0,BMG,GL,IN,Bloomington,Monroe County,GA,-,0.0,1080.0,1080.0
848.0,EKM,GL,IN,Elkhart,Elkhart Municipal,GA,-,0.0,230.0,230.0
855.0,HUF,GL,IN,Terre Haute,Terre Haute International-Hulman Field,GA,-,0.0,220.0,220.0
922.0,BAK,GL,IN,Columbus,Columbus Municipal,GA,-,0.0,142.0,142.0
924.0,MIE,GL,IN,Muncie,Delaware County - Johnson Field,GA,-,0.0,139.0,139.0
929.0,PPO,GL,IN,La Porte,La Porte Municipal,GA,-,0.0,136.0,136.0
953.0,JVY,GL,IN,Jeffersonville,Clark Regional,GA,-,0.0,118.0,118.0
1009.0,TYQ,GL,IN,Zionsville,Indianapolis Executive,GA,-,0.0,82.0,82.0
1011.0,MQJ,GL,IN,McCordsville,Mount Comfort,GA,-,0.0,81.0,81.0
1025.0,HFY,GL,IN,Greenwood,Greenwood Municipal,GA,-,0.0,75.0,75.0
1068.0,OXI,GL,IN,Knox,Starke County,GA,-,0.0,61.0,61.0
1127.0,UMP,GL,IN,Fishers,Indianapolis Metropolitan,GA,-,0.0,46.0,46.0
1155.0,SER,GL,IN,Seymour,Freeman Municipal,GA,-,0.0,41.0,41.0
1244.0,ASW,GL,IN,Warsaw,Warsaw Municipal,GA,-,0.0,27.0,27.0
1251.0,EYE,GL,IN,Indianapolis,Eagle Creek Airpark,GA,-,0.0,26.0,26.0
1271.0,ANQ,GL,IN,Angola,Tri-State Steuben County,GA,-,0.0,24.0,24.0
1275.0,OVO,GL,IN,North Vernon,North Vernon,GA,-,0.0,24.0,24.0
1405.0,GWB,GL,IN,Auburn,De Kalb County,GA,-,0.0,15.0,15.0
1434.0,MGC,GL,IN,Michigan City,Michigan City Municipal,GA,-,0.0,14.0,14.0
1471.0,AID,GL,IN,Anderson,Anderson Municipal-Darlington Field,GA,-,0.0,12.0,12.0
1526.0,SMD,GL,IN,Fort Wayne,Smith Field,GA,-,0.0,11.0,11.0
1617.0,C62,GL,IN,Kendallville,Kendallville Municipal,GA,-,0.0,8.0,8.0
1739.0,TEL,GL,IN,Tell City,Perry County Municipal,GA,-,0.0,6.0,6.0
1742.0,VPZ,GL,IN,Valparaiso,Porter County Municipal,GA,-,0.0,6.0,6.0
1786.0,GSH,GL,IN,Goshen,Goshen Municipal,GA,-,0.0,5.0,5.0
1813.0,RZL,GL,IN,Rensselaer,Jasper County,GA,-,0.0,5.0,5.0
1809.0,RCR,GL,IN,Rochester,Fulton County,GA,-,0.0,5.0,5.0
1842.0,4I7,GL,IN,Greencastle,Putnam County,GA,-,0.0,4.0,4.0
1870.0,HHG,GL,IN,Huntington,Huntington Municipal,GA,-,0.0,4.0,4.0
1876.0,IMS,GL,IN,Madison,Madison Municipal,GA,-,0.0,4.0,4.0
1903.0,RID,GL,IN,Richmond,Richmond Municipal,GA,-,0.0,4.0,4.0
