Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,CY 08 Boardings,CY07 Boardings,% Change
503.0,NE,ME,AUG,Augusta,Augusta State,CS,None,3554.0,4229.0,-0.1596
528.0,NE,ME,70B,Millinocket,Millinocket,GA,None,3000.0,2000.0,0.5
824.0,NE,ME,NHZ,Brunswick,Brunswick NAS,GA,None,325.0,430.0,-0.2442
835.0,NE,ME,1ME1,Belfast,Victor,GA,None,300.0,0.0,0.0
899.0,NE,ME,CAR,Caribou,Caribou Municipal,GA,None,179.0,0.0,0.0
909.0,NE,ME,LEW,Auburn,Auburn/Lewiston Municipal,GA,None,174.0,76.0,1.2895
992.0,NE,ME,57B,Islesboro,Islesboro,GA,None,104.0,4.0,25.0
1165.0,NE,ME,ME24,Appleton,Ben Hur,GA,None,44.0,0.0,0.0
1263.0,NE,ME,SFM,Sanford,Sanford Regional,GA,None,31.0,431.0,-0.9281
1267.0,NE,ME,FVE,Frenchville,Northern Aroostook Regional,GA,None,30.0,0.0,0.0
1311.0,NE,ME,PNN,Princeton,Princeton Municipal,GA,None,26.0,0.0,0.0
1331.0,NE,ME,EPM,Eastport,Eastport Municipal,GA,None,24.0,7.0,2.4286
1369.0,NE,ME,IWI,Wiscasset,Wiscasset,GA,None,22.0,6.0,2.6667
1380.0,NE,ME,8B0,Rangeley,Steven A. Bean Municipal,GA,None,21.0,1.0,20.0
1458.0,NE,ME,WVL,Waterville,Waterville Robert Lafleur,GA,None,17.0,16.0,0.0625
1586.0,NE,ME,MLT,Millinocket,Millinocket Municipal,GA,None,11.0,0.0,0.0
1639.0,NE,ME,0B1,Bethel,Bethel Regional,GA,None,9.0,0.0,0.0
1773.0,NE,ME,3B1,Greenville,Greenville Municipal,GA,None,6.0,0.0,0.0
1786.0,NE,ME,B19,Biddeford,Biddeford Municipal,GA,None,6.0,0.0,0.0
1933.0,NE,ME,ME16,Limestone,Loring International,GA,None,4.0,0.0,0.0
2006.0,NE,ME,HUL,Houlton,Houlton International,GA,None,3.0,3.0,0.0
2007.0,NE,ME,IZG,Fryeburg,Eastern Slopes Regional,GA,None,3.0,30.0,-0.9
2041.0,NE,ME,1B0,Dexter,Dexter Regional,GA,None,2.0,0.0,0.0
2252.0,NE,ME,MVM,Machias,Machias Valley,GA,None,1.0,2.0,-0.5
2255.0,NE,ME,OLD,Old Town,"Dewitt Field,Old Town Municipal",GA,None,1.0,0.0,0.0
2126.0,WP,MH,MAJ,Majuro,Marshall Islands International,GA,None,2.0,0.0,0.0
14.0,GL,MI,DTW,Detroit,Detroit Metropolitan Wayne County,P,L,16998174.0,17495135.0,-0.0284
93.0,GL,MI,GRR,Grand Rapids,Gerald R. Ford International,P,S,902925.0,992539.0,-0.0903
115.0,GL,MI,FNT,Flint,Bishop International,P,S,526492.0,532621.0,-0.0115
171.0,GL,MI,LAN,Clinton (Township of),Capital City,P,N,217437.0,256563.0,-0.1525
183.0,GL,MI,TVC,Traverse City,Cherry Capital,P,N,183357.0,202048.0,-0.0925
189.0,GL,MI,AZO,Kalamazoo,Kalamazoo/Battle Creek International,P,N,168687.0,188992.0,-0.1074
191.0,GL,MI,MBS,Saginaw,MBS International,P,N,162703.0,186739.0,-0.1287
259.0,GL,MI,SAW,Gwinn,Sawyer International,P,N,56172.0,67999.0,-0.1739
305.0,GL,MI,MKG,Muskegon,Muskegon County,P,N,30051.0,34268.0,-0.1231
317.0,GL,MI,PLN,Pellston,Pellston Regional Airport of Emmet County,P,N,26222.0,29609.0,-0.1144
324.0,GL,MI,CMX,Hancock,Houghton County Memorial,P,N,25354.0,26767.0,-0.0528
343.0,GL,MI,CVX,Charlevoix,Charlevoix Municipal,P,N,17854.0,16544.0,0.0792
352.0,GL,MI,6Y8,Beaver Island,Welke,GA,None,16542.0,0.0,0.0
374.0,GL,MI,CIU,Sault Ste. Marie,Chippewa County International,P,N,13269.0,13733.0,-0.0338
432.0,GL,MI,APN,Alpena,Alpena County Regional,CS,None,7519.0,7638.0,-0.0156
440.0,GL,MI,PTK,Pontiac,Oakland County International,GA,None,6741.0,5122.0,0.3161
457.0,GL,MI,ESC,Escanaba,Delta County,CS,None,5307.0,8589.0,-0.3821
482.0,GL,MI,MGN,Harbor Springs,Harbor Springs,GA,None,4190.0,42.0,98.7619
490.0,GL,MI,IMT,Iron Mountain,Ford,CS,None,3998.0,7248.0,-0.4484
581.0,GL,MI,MBL,Manistee,Manistee County-Blacker,GA,None,2087.0,3013.0,-0.3073
613.0,GL,MI,YIP,Detroit,Willow Run,GA,None,1799.0,2021.0,-0.1098
637.0,GL,MI,IWD,Ironwood,Gogebic-Iron County,GA,None,1524.0,3002.0,-0.4923
718.0,GL,MI,GLR,Gaylord,Gaylord Regional,GA,None,714.0,9.0,78.3333
814.0,GL,MI,DET,Detroit,Coleman A. Young Municipal,GA,None,342.0,255.0,0.3412
831.0,GL,MI,LDM,Ludington,Mason County,GA,None,316.0,23.0,12.7391
912.0,GL,MI,BTL,Battle Creek,W K Kellogg,GA,None,168.0,654.0,-0.7431
944.0,GL,MI,CAD,Cadillac,Wexford County,GA,None,139.0,85.0,0.6353
974.0,GL,MI,ACB,Bellaire,Antrim County,GA,None,116.0,40.0,1.9
1102.0,GL,MI,MTC,Mount Clemens,Selfridge Angb,GA,None,58.0,279.0,-0.7921
1117.0,GL,MI,SLH,Cheboygan,Cheboygan County,GA,None,54.0,2.0,26.0
1123.0,GL,MI,MNM,Menominee,Menominee-Marinette Twin County,GA,None,52.0,53.0,-0.0189
1135.0,GL,MI,ANJ,Sault Ste. Marie,Sault Ste Marie Municipal/Sanderson Field,GA,None,49.0,10.0,3.9
1197.0,GL,MI,OEB,Coldwater,Branch County Memorial,GA,None,39.0,3.0,12.0
1214.0,GL,MI,3TR,Niles,Jerry Tyler Memorial,GA,None,36.0,33.0,0.0909
1226.0,GL,MI,JXN,Jackson,Jackson County-Reynolds Field,GA,None,35.0,30.0,0.1667
1237.0,GL,MI,VLL,Troy,Oakland/Troy,GA,None,34.0,34.0,0.0
1262.0,GL,MI,PHN,Port Huron,St Clair County International,GA,None,31.0,62.0,-0.5
1266.0,GL,MI,ARB,Ann Arbor,Ann Arbor Municipal,GA,None,30.0,30.0,0.0
1329.0,GL,MI,BIV,Holland,Tulip City,GA,None,24.0,2057.0,-0.9883
1330.0,GL,MI,DUH,Lambertville,Toledo Suburban,GA,None,24.0,20.0,0.2
1338.0,GL,MI,PZQ,Rogers City,Presque Isle County,GA,None,24.0,4.0,5.0
1400.0,GL,MI,HTL,Houghton Lake,Roscommon County - Blodgett Memorial,GA,None,20.0,0.0,0.0
1486.0,GL,MI,OZW,Howell,Livingston County Spencer J. Hardy,GA,None,15.0,14.0,0.0714
1508.0,GL,MI,RQB,Big Rapids,Roben-Hood,GA,None,14.0,20.0,-0.3
1559.0,GL,MI,OGM,Ontonagon,Ontonagon County - Schuster Field,GA,None,12.0,0.0,0.0
1587.0,GL,MI,MOP,Mount Pleasant,Mount Pleasant Municipal,GA,None,11.0,8.0,0.375
1606.0,GL,MI,DRM,Drummond Island,Drummond Island,GA,None,10.0,0.0,0.0
1621.0,GL,MI,IRS,Sturgis,Kirsch Municipal,GA,None,10.0,10.0,0.0
1656.0,GL,MI,HAI,Three Rivers,Three Rivers Municipal Dr Haines,GA,None,9.0,4.0,1.25
1725.0,GL,MI,BAX,Bad Axe,Huron County Memorial,GA,None,7.0,0.0,0.0
1737.0,GL,MI,ISQ,Manistique,Schoolcraft County,GA,None,7.0,3.0,1.3333
1808.0,GL,MI,MCD,Mackinac Island,Mackinac Island,GA,None,6.0,98.0,-0.9388
1878.0,GL,MI,TTF,Monroe,Custer,GA,None,5.0,7.0,-0.2857
1903.0,GL,MI,8D4,Sparta,Paul C. Miller-Sparta,GA,None,4.0,123.0,-0.9675
1966.0,GL,MI,1D2,Plymouth,Canton-Plymouth-Mettetal,GA,None,3.0,0.0,0.0
2077.0,GL,MI,BEH,Benton Harbor,Southwest Michigan Regional,GA,None,2.0,109.0,-0.9817
2078.0,GL,MI,BFA,Boyne Falls,Boyne Mountain,GA,None,2.0,17.0,-0.8824
2099.0,GL,MI,ERY,Newberry,Luce County,GA,None,2.0,5.0,-0.6
2210.0,GL,MI,D98,Romeo,Romeo State,GA,None,1.0,6.0,-0.8333
16.0,GL,MN,MSP,Minneapolis,Minneapolis-St Paul International/Wold-Chamberlain,P,L,16369324.0,16962563.0,-0.035
194.0,GL,MN,RST,Rochester,Rochester International,P,N,151250.0,160452.0,-0.0574
197.0,GL,MN,DLH,Duluth,Duluth International,P,N,147793.0,169971.0,-0.1305
330.0,GL,MN,BJI,Bemidji,Bemidji Regional,P,N,22007.0,22302.0,-0.0132
334.0,GL,MN,STC,St. Cloud,St. Cloud Regional,P,N,20161.0,25772.0,-0.2177
349.0,GL,MN,BRD,Brainerd,Brainerd Lakes Regional,P,N,16665.0,18600.0,-0.104
351.0,GL,MN,INL,International Falls,Falls International,P,N,16590.0,17923.0,-0.0744
417.0,GL,MN,HIB,Hibbing,Chisholm-Hibbing,CS,None,8896.0,8716.0,0.0207
525.0,GL,MN,TVF,Thief River Falls,Thief River Falls Regional,CS,None,3092.0,3373.0,-0.0833
546.0,GL,MN,STP,St. Paul,St Paul Downtown Holman Field,GA,None,2662.0,815.0,2.2663
819.0,GL,MN,FCM,Minneapolis,Flying Cloud,GA,None,330.0,111.0,1.973
939.0,GL,MN,VVV,Ortonville,Ortonville Municipal-Martinson Field,GA,None,142.0,3.0,46.3333
1002.0,GL,MN,FBL,Faribault,Faribault Municipal,GA,None,101.0,19.0,4.3158
1074.0,GL,MN,LVN,Lakeville,Airlake,GA,None,68.0,5.0,12.6
1076.0,GL,MN,ANE,Blaine,Anoka County-Blaine Airport(Janes Field),GA,None,67.0,53.0,0.2642
1077.0,GL,MN,ELO,Ely,Ely Municipal,GA,None,66.0,9.0,6.3333
1157.0,GL,MN,CQM,Cook,Cook Municipal,GA,None,46.0,0.0,0.0
1259.0,GL,MN,MN30,Maple Grove,Busch's Fish Lake,GA,None,31.0,0.0,0.0
1301.0,GL,MN,FRM,Fairmont,Fairmont Municipal,GA,None,27.0,35.0,-0.2286
1396.0,GL,MN,COQ,Cloquet,Cloquet Carlton County,GA,None,20.0,9.0,1.2222
1464.0,GL,MN,FFM,Fergus Falls,Fergus Falls Municipal-Einar Mickelson Field,GA,None,16.0,0.0,0.0
1466.0,GL,MN,GPZ,Grand Rapids,Grand Rapids/Itasca County Airport-Gordon Newstrom Field,GA,None,16.0,13.0,0.2308
1534.0,GL,MN,ONA,Winona,Winona Municipal-Max Conrad Field,GA,None,13.0,15.0,-0.1333
1556.0,GL,MN,JMR,Mora,Mora Municipal,GA,None,12.0,0.0,0.0
1561.0,GL,MN,PKD,Park Rapids,Park Rapids Municipal-Konshok Field,GA,None,12.0,0.0,0.0
1585.0,GL,MN,MJQ,Jackson,Jackson Municipal,GA,None,11.0,11.0,0.0
1594.0,GL,MN,ULM,New Ulm,New Ulm Municipal,GA,None,11.0,18.0,-0.3889
1595.0,GL,MN,+02W,Anoka,New,GA,None,10.0,0.0,0.0
1599.0,GL,MN,AXN,Alexandria,Chandler Field,GA,None,10.0,171.0,-0.9415
1604.0,GL,MN,CNB,Canby,Myers Field,GA,None,10.0,0.0,0.0
1605.0,GL,MN,D39,Sauk Centre,Sauk Centre Municipal,GA,None,10.0,5.0,1.0
1644.0,GL,MN,70MY,New Prague,Loon Lane,GA,None,9.0,0.0,0.0
1666.0,GL,MN,ORB,Orr,Orr Regional,GA,None,9.0,0.0,0.0
1703.0,GL,MN,MML,Marshall,Southwest Minnesota Regional Marshall/Ryan Field,GA,None,8.0,8.0,0.0
1740.0,GL,MN,LJF,Litchfield,Litchfield Municipal,GA,None,7.0,2.0,2.5
1863.0,GL,MN,MIC,Minneapolis,Crystal,GA,None,5.0,4.0,0.25
1913.0,GL,MN,AUM,Austin,Austin Municipal,GA,None,4.0,18.0,-0.7778
1936.0,GL,MN,MKT,Mankato,Mankato Regional,GA,None,4.0,6.0,-0.3333
1948.0,GL,MN,RGK,Red Wing,Red Wing Regional,GA,None,4.0,4.0,0.0
2017.0,GL,MN,OTG,Worthington,Worthington Municipal,GA,None,3.0,13.0,-0.7692
2073.0,GL,MN,AQP,Appleton,Appleton Municipal,GA,None,2.0,0.0,0.0
2100.0,GL,MN,EVM,Eveleth,Eveleth-Virginia Municipal,GA,None,2.0,2.0,0.0
2131.0,GL,MN,MWM,Windom,Windom Municipal,GA,None,2.0,0.0,0.0
2166.0,GL,MN,12D,Tower,Tower Municipal,GA,None,1.0,1.0,0.0
2212.0,GL,MN,DTL,Detroit Lakes,Detroit Lakes-Wething Field,GA,None,1.0,8.0,-0.875
2213.0,GL,MN,DVP,Slayton,Slayton Municipal,GA,None,1.0,0.0,0.0
2245.0,GL,MN,LXL,Little Falls,Little Falls/Morrison County-Lindbergh Field,GA,None,1.0,0.0,0.0
2257.0,GL,MN,OWA,Owatonna,Owatonna Degner Regional,GA,None,1.0,10.0,-0.9
2267.0,GL,MN,RRT,Warroad,Warroad International Memorial,GA,None,1.0,0.0,0.0
31.0,CE,MO,STL,St. Louis,Lambert-St Louis International,P,M,6740468.0,7130801.0,-0.0547
35.0,CE,MO,MCI,Kansas City,Kansas City International,P,M,5386242.0,5833064.0,-0.0766
135.0,CE,MO,SGF,Springfield,Springfield-Branson National,P,S,380419.0,433232.0,-0.1219
376.0,CE,MO,COU,Columbia,Columbia Regional,P,N,12719.0,11516.0,0.1045
468.0,CE,MO,JLN,Joplin,Joplin Regional,CS,None,4892.0,15816.0,-0.6907
469.0,CE,MO,TBN,Fort Leonard Wood (U.S. Army),Waynesville-St. Robert Regional Forney Field,CS,None,4784.0,1637.0,1.9224
520.0,CE,MO,SUS,Chesterfield,Spirit of St. Louis,GA,None,3224.0,2025.0,0.5921
539.0,CE,MO,MKC,Kansas City,Charles B. Wheeler Downtown,GA,None,2850.0,1586.0,0.797
724.0,CE,MO,IRK,Kirksville,Kirksville Regional,GA,None,684.0,1817.0,-0.6236
781.0,CE,MO,CGI,Scott City,Cape Girardeau Regional,GA,None,443.0,1365.0,-0.6755
799.0,CE,MO,SZL,Knob Noster,Whiteman AFB,GA,None,379.0,595.0,-0.363
810.0,CE,MO,STJ,St. Joseph,Rosecrans Memorial,GA,None,346.0,191.0,0.8115
947.0,CE,MO,GPH,Mosby,Midwest National Air Center,GA,None,137.0,6.0,21.8333
978.0,CE,MO,AIZ,Kaiser,Lee C Fine Memorial,GA,None,113.0,24.0,3.7083
1005.0,CE,MO,MYJ,Mexico,Mexico Memorial,GA,None,100.0,7.0,13.2857
1095.0,CE,MO,LXT,Lee's Summit,Lee's Summit Municipal,GA,None,60.0,23.0,1.6087
1193.0,CE,MO,UNO,West Plains,West Plains Municipal,GA,None,40.0,23.0,0.7391
1194.0,CE,MO,UUV,Sullivan,Sullivan Regional,GA,None,40.0,0.0,0.0
1282.0,CE,MO,H19,Bowling Green,Bowling Green Municipal,GA,None,29.0,0.0,0.0
1293.0,CE,MO,HAE,Hannibal,Hannibal Regional,GA,None,28.0,21.0,0.3333
1393.0,CE,MO,SIK,Sikeston,Sikeston Memorial Municipal,GA,None,21.0,3.0,6.0
1405.0,CE,MO,TKX,Kennett,Kennett Memorial,GA,None,20.0,0.0,0.0
1407.0,CE,MO,VIH,Vichy,Rolla National,GA,None,20.0,1.0,19.0
1480.0,CE,MO,JEF,Jefferson City,Jefferson City Memorial,GA,None,15.0,228.0,-0.9342
1506.0,CE,MO,POF,Poplar Bluff,Poplar Bluff Municipal,GA,None,14.0,38.0,-0.6316
1531.0,CE,MO,MHL,Marshall,Marshall Memorial Municipal,GA,None,13.0,0.0,0.0
1557.0,CE,MO,K02,Perryville,Perryville Municipal,GA,None,12.0,2.0,5.0
1582.0,CE,MO,K15,Osage Beach,Grand Glaize- Osage Beach,GA,None,11.0,0.0,0.0
1731.0,CE,MO,EVU,Maryville,Northwest Missouri Regional,GA,None,7.0,0.0,0.0
1921.0,CE,MO,EIW,New Madrid,County Memorial,GA,None,4.0,5.0,-0.2
1942.0,CE,MO,PLK,Point Lookout,M. Graham Clark - Taney County,GA,None,4.0,7.0,-0.4286
1947.0,CE,MO,RCM,Warrensburg,Skyhaven,GA,None,4.0,0.0,0.0
2086.0,CE,MO,CHT,Chillicothe,Chillicothe Municipal,GA,None,2.0,0.0,0.0
2094.0,CE,MO,DXE,Dexter,Dexter Municipal,GA,None,2.0,1.0,1.0
2097.0,CE,MO,EOS,Neosho,Neosho Hugh Robinson,GA,None,2.0,0.0,0.0
2113.0,CE,MO,HIG,Higginsville,Higginsville Industrial Municipal,GA,None,2.0,0.0,0.0
2193.0,CE,MO,9MO6,Stover,Ivy Bend,GA,None,1.0,0.0,0.0
2220.0,CE,MO,FAM,Farmington,Farmington Regional,GA,None,1.0,4.0,-0.75
2281.0,CE,MO,TRX,Trenton,Trenton Municipal,GA,None,1.0,2.0,-0.5
124.0,WP,MP,GSN,Saipan,Francisco C. Ada/Saipan International,P,S,441013.0,433090.0,0.0183
313.0,WP,MP,GRO,Rota Island,Rota International,P,N,27776.0,28856.0,-0.0374
327.0,WP,MP,TNI,Tinian (Municipality),Tinian International,P,N,24806.0,22121.0,0.1214
105.0,SO,MS,JAN,Jackson,Jackson-Evers International,P,S,678976.0,717576.0,-0.0538
120.0,SO,MS,GPT,Gulfport,Gulfport-Biloxi International,P,S,487907.0,462416.0,0.0551
256.0,SO,MS,UTA,Tunica,Tunica Municipal,GA,None,59795.0,45471.0,0.315
291.0,SO,MS,GTR,Columbus,Golden Triangle Regional,P,N,35669.0,27521.0,0.2961
337.0,SO,MS,MEI,Meridian,Key Field,P,N,19599.0,15425.0,0.2706
355.0,SO,MS,TUP,Tupelo,Tupelo Regional,P,N,15985.0,28798.0,-0.4449
378.0,SO,MS,PIB,Moselle,Hattiesburg-Laurel Regional,P,N,12576.0,14673.0,-0.1429
443.0,SO,MS,GLH,Greenville,Mid Delta Regional,CS,None,6310.0,8216.0,-0.232
962.0,SO,MS,MS90,Flowood,Flowood Industrial,GA,None,125.0,0.0,0.0
1015.0,SO,MS,UOX,Oxford,University-Oxford,GA,None,97.0,22.0,3.4091
1023.0,SO,MS,RNV,Cleveland,Cleveland Municipal,GA,None,93.0,0.0,0.0
1056.0,SO,MS,BIX,Biloxi,Keesler AFB,GA,None,75.0,0.0,0.0
1084.0,SO,MS,HBG,Hattiesburg,Hattiesburg Bobby L Chain Municipal,GA,None,63.0,13.0,3.8462
1257.0,SO,MS,CRX,Corinth,Roscoe Turner,GA,None,31.0,0.0,0.0
1309.0,SO,MS,HEZ,Natchez,Hardy-Anders Field Natchez-Adams County,GA,None,26.0,0.0,0.0
1334.0,SO,MS,HKS,Jackson,Hawkins Field,GA,None,24.0,23.0,0.0435
1342.0,SO,MS,STF,Starkville,George M Bryan,GA,None,24.0,15.0,0.6
1467.0,SO,MS,MCB,McComb,McComb/Pike County/John E Lewis Field,GA,None,16.0,36.0,-0.5556
1487.0,SO,MS,PQL,Pascagoula,Trent Lott International,GA,None,15.0,1.0,14.0
1584.0,SO,MS,MBO,Madison,Bruce Campbell Field,GA,None,11.0,4.0,1.75
1627.0,SO,MS,MPE,Philadelphia,Philadelphia Municipal,GA,None,10.0,8.0,0.25
1641.0,SO,MS,17M,Magee,Magee Municipal,GA,None,9.0,0.0,0.0
1742.0,SO,MS,LUL,Laurel,Hesler-Noble Field,GA,None,7.0,1.0,6.0
1746.0,SO,MS,OLV,Olive Branch,Olive Branch,GA,None,7.0,43.0,-0.8372
1797.0,SO,MS,GNF,Grenada,Grenada Municipal,GA,None,6.0,0.0,0.0
1856.0,SO,MS,GWO,Greenwood,Greenwood-Leflore,GA,None,5.0,0.0,0.0
1887.0,SO,MS,04MS,Rolling Fork,Nick's Flying Service Inc,GA,None,4.0,0.0,0.0
1961.0,SO,MS,VKS,Vicksburg,Vicksburg Municipal,GA,None,4.0,0.0,0.0
1985.0,SO,MS,8M1,Booneville/Baldwyn,Booneville/Baldwyn,GA,None,3.0,0.0,0.0
2247.0,SO,MS,M83,West Point,McCharen Field,GA,None,1.0,0.0,0.0
125.0,NM,MT,BIL,Billings,Billings Logan International,P,S,422494.0,427389.0,-0.0115
144.0,NM,MT,BZN,Bozeman,Gallatin Field,P,N,349550.0,335642.0,0.0414
151.0,NM,MT,MSO,Missoula,Missoula International,P,N,288071.0,285484.0,0.0091
182.0,NM,MT,GPI,Kalispell,Glacier Park International,P,N,186450.0,187944.0,-0.0079
199.0,NM,MT,GTF,Great Falls,Great Falls International,P,N,143811.0,145452.0,-0.0113
231.0,NM,MT,HLN,Helena,Helena Regional,P,N,85649.0,83402.0,0.0269
304.0,NM,MT,BTM,Butte,Bert Mooney,P,N,30431.0,36844.0,-0.1741
483.0,NM,MT,WYS,West Yellowstone,Yellowstone,CS,None,4186.0,3861.0,0.0842
588.0,NM,MT,SDY,Sidney,Sidney-Richland Municipal,GA,None,2031.0,3363.0,-0.3961
742.0,NM,MT,LWT,Lewistown,Lewistown Municipal,GA,None,596.0,694.0,-0.1412
770.0,NM,MT,32S,Stevensville,Stevensville,GA,None,500.0,302.0,0.6556
813.0,NM,MT,GGW,Glasgow,Wokal Field/Glasgow International,GA,None,343.0,1921.0,-0.8214
826.0,NM,MT,OLF,Wolf Point,L M Clayton,GA,None,321.0,1693.0,-0.8104
834.0,NM,MT,S27,Kalispell,Kalispell City,GA,None,303.0,0.0,0.0
853.0,NM,MT,MLS,Miles City,Frank Wiley Field,GA,None,264.0,1146.0,-0.7696
878.0,NM,MT,GDV,Glendive,Dawson Community,GA,None,211.0,985.0,-0.7858
897.0,NM,MT,HVR,Havre,Havre City-County,GA,None,180.0,1432.0,-0.8743
935.0,NM,MT,S59,Libby,Libby,GA,None,144.0,79.0,0.8228
959.0,NM,MT,6S5,Hamilton,Ravalli County,GA,None,125.0,83.0,0.506
1011.0,NM,MT,42S,Poplar,Poplar,GA,None,97.0,0.0,0.0
1148.0,NM,MT,6S8,Laurel,Laurel Municipal,GA,None,47.0,0.0,0.0
1205.0,NM,MT,DLN,Dillon,Dillon,GA,None,38.0,20.0,0.9
1269.0,NM,MT,M75,Malta,Malta,GA,None,30.0,14.0,1.1429
1314.0,NM,MT,97M,Ekalaka,Ekalaka,GA,None,25.0,0.0,0.0
1362.0,NM,MT,7S1,Twin Bridges,Twin Bridges,GA,None,22.0,0.0,0.0
1572.0,NM,MT,3U3,Anaconda,Bowman Field,GA,None,11.0,0.0,0.0
1598.0,NM,MT,7S6,White Sulphur Springs,White Sulphur Springs,GA,None,10.0,0.0,0.0
1646.0,NM,MT,9S2,Scobey,Scobey,GA,None,9.0,0.0,0.0
1668.0,NM,MT,PWD,Plentywood,Sher-Wood,GA,None,9.0,0.0,0.0
1679.0,NM,MT,6S0,Big Timber,Big Timber,GA,None,8.0,20.0,-0.6
1694.0,NM,MT,EKS,Ennis,Ennis - Big Sky,GA,None,8.0,0.0,0.0
1715.0,NM,MT,02T,Wise River,Wise River,GA,None,7.0,0.0,0.0
1743.0,NM,MT,LVM,Livingston,Mission Field,GA,None,7.0,10.0,-0.3
1789.0,NM,MT,CTB,Cut Bank,Cut Bank Municipal,GA,None,6.0,2.0,2.0
1902.0,NM,MT,88M,Eureka,Eureka,GA,None,4.0,5.0,-0.2
1981.0,NM,MT,53U,Bigfork,Ferndale Airfield,GA,None,3.0,0.0,0.0
1983.0,NM,MT,7S4,Wisdom,Wisdom,GA,None,3.0,0.0,0.0
1989.0,NM,MT,BHK,Baker,Baker Municipal,GA,None,3.0,0.0,0.0
2044.0,NM,MT,1S3,Forsyth,Tillitt Field,GA,None,2.0,0.0,0.0
2191.0,NM,MT,8S1,Polson,Polson,GA,None,1.0,0.0,0.0
2266.0,NM,MT,RED,Red Lodge,Red Lodge,GA,None,1.0,1.0,0.0
13.0,SO,NC,CLT,Charlotte,Charlotte/Douglas International,P,L,17281425.0,16584780.0,0.042
38.0,SO,NC,RDU,Raleigh,Raleigh-Durham International,P,M,4792909.0,4979553.0,-0.0375
86.0,SO,NC,GSO,Greensboro,Piedmont Triad International,P,S,1052258.0,1089436.0,-0.0341
130.0,SO,NC,ILM,Wilmington,Wilmington International,P,S,400993.0,392444.0,0.0218
157.0,SO,NC,AVL,Asheville,Asheville Regional,P,N,282306.0,292053.0,-0.0334
178.0,SO,NC,FAY,Fayetteville,Fayetteville Regional/Grannis Field,P,N,202597.0,175432.0,0.1548
208.0,SO,NC,OAJ,Jacksonville,Albert J Ellis,P,N,126947.0,116791.0,0.087
212.0,SO,NC,EWN,New Bern,Coastal Carolina Regional,P,N,111184.0,104105.0,0.068
264.0,SO,NC,PGV,Greenville,Pitt-Greenville,P,N,52287.0,47116.0,0.1098
294.0,SO,NC,NKT,Cherry Point,Cherry Point MCAS /Cunningham Field/,GA,None,34796.0,35313.0,-0.0146
321.0,SO,NC,POB,Fayetteville,Pope AFB,GA,None,25692.0,26514.0,-0.031
412.0,SO,NC,ISO,Kinston,Kinston Regional Jetport at Stallings Field,CS,None,9455.0,15104.0,-0.374
445.0,SO,NC,JQF,Concord,Concord Regional,GA,None,6149.0,3148.0,0.9533
579.0,SO,NC,INT,Winston-Salem,Smith Reynolds,GA,None,2102.0,1003.0,1.0957
696.0,SO,NC,GSB,Goldsboro,Seymour Johnson AFB,GA,None,895.0,594.0,0.5067
982.0,SO,NC,HKY,Hickory,Hickory Regional,GA,None,112.0,64.0,0.75
1008.0,SO,NC,EQY,Monroe,Charlotte-Monroe Executive,GA,None,99.0,2.0,48.5
1022.0,SO,NC,IGX,Chapel Hill,Horace Williams,GA,None,93.0,11.0,7.4545
1038.0,SO,NC,SOP,Pinehurst/Southern Pines,Moore County,GA,None,84.0,4434.0,-0.9811
1055.0,SO,NC,SVH,Statesville,Statesville Regional,GA,None,77.0,73.0,0.0548
1075.0,SO,NC,RWI,Rocky Mount,Rocky Mount-Wilson Regional,GA,None,68.0,310.0,-0.7806
1107.0,SO,NC,TDF,Roxboro,Person County,GA,None,57.0,74.0,-0.2297
1371.0,SO,NC,MRH,Beaufort,Michael J. Smith Field,GA,None,22.0,27.0,-0.1852
1378.0,SO,NC,14A,Mooresville,Lake Norman Airpark,GA,None,21.0,0.0,0.0
1416.0,SO,NC,FFA,Kill Devil Hills,First Flight,GA,None,19.0,0.0,0.0
1424.0,SO,NC,MQI,Manteo,Dare County Regional,GA,None,19.0,85.0,-0.7765
1429.0,SO,NC,2NC1,Waxhaw,Hawk's Knoll,GA,None,18.0,0.0,0.0
1449.0,SO,NC,HNZ,Oxford,Henderson-Oxford,GA,None,17.0,22.0,-0.2273
1455.0,SO,NC,TTA,Sanford,Sanford-Lee County Regional,GA,None,17.0,15.0,0.1333
1475.0,SO,NC,ECG,Elizabeth City,Elizabeth City CG Air Station/Regional,GA,None,15.0,24.0,-0.375
1490.0,SO,NC,SUT,Southport,Brunswick County,GA,None,15.0,7.0,1.1429
1536.0,SO,NC,RHP,Andrews,Western Carolina Regional,GA,None,13.0,0.0,0.0
1551.0,SO,NC,EDE,Edenton,Northeastern Regional,GA,None,12.0,2.0,5.0
1560.0,SO,NC,ONX,Currituck,Currituck County Regional,GA,None,12.0,1.0,11.0
1596.0,SO,NC,1A5,Franklin,Macon County,GA,None,10.0,35.0,-0.7143
1603.0,SO,NC,BUY,Burlington,Burlington-Alamance Regional,GA,None,10.0,193.0,-0.9482
1628.0,SO,NC,MRN,Lenoir,Foothills Regional,GA,None,10.0,5.0,1.0
1633.0,SO,NC,RUQ,Salisbury,Rowan County,GA,None,10.0,0.0,0.0
1638.0,SO,NC,0A7,Hendersonville,Hendersonville,GA,None,9.0,0.0,0.0
