Rank,FAA Region,ST,Locid,City,Airport Name,Arpt Category,Hub Size,CY 11 Enplanements,CY 10 Enplanements,% Change
860,GL,WI,RPD,Rice Lake,Rice Lake Regional - Carl's Field,GA,None,127,96,0.3229
988,GL,WI,MWC,Milwaukee,Lawrence J Timmerman,GA,None,31,33,-0.0606
1014,GL,WI,SBM,Sheboygan,Sheboygan County Memorial,GA,None,26,114,-0.7719
1174,GL,WI,BUU,Burlington,Burlington Municipal,GA,None,10,1,9
1212,GL,WI,DLL,Baraboo,Baraboo Wisconsin Dells,GA,None,8,7,0.1429
1236,GL,WI,JVL,Janesville,Southern Wisconsin Regional,GA,None,7,137,-0.9489
1244,GL,WI,SUW,Superior,Richard I Bong,GA,None,7,3,1.3333
1269,GL,WI,HYR,Hayward,Sawyer County,GA,None,6,22,-0.7273
1285,GL,WI,UNU,Juneau,Dodge County,GA,None,6,0,0
1259,GL,WI,AUW,Wausau,Wausau Downtown,GA,None,6,79,-0.9241
1310,GL,WI,FLD,Fond du Lac,Fond du Lac County,GA,None,5,22,-0.7727
1298,GL,WI,C02,Lake Geneva,Grand Geneva Resort,GA,None,5,0,0
1326,GL,WI,RZN,Siren,Burnett County,GA,None,5,25,-0.8
1376,GL,WI,PCZ,Waupaca,Waupaca Municipal,GA,None,4,6,-0.3333
1408,GL,WI,EFT,Monroe,Monroe Municipal,GA,None,3,5,-0.4
1438,GL,WI,SUE,Sturgeon Bay,Door County Cherryland,GA,None,3,59,-0.9492
1410,GL,WI,ETB,West Bend,West Bend Municipal,GA,None,3,15,-0.8
1495,GL,WI,MTW,Manitowoc,Manitowoc County,GA,None,2,87,-0.977
1493,GL,WI,MFI,Marshfield,Marshfield Municipal,GA,None,2,6,-0.6667
1492,GL,WI,MDZ,Medford,Taylor County,GA,None,2,5,-0.6
1501,GL,WI,PBH,Phillips,Price County,GA,None,2,4,-0.5
1502,GL,WI,PDC,Prairie du Chien,Prairie Du Chien Municipal,GA,None,2,2,0
1540,GL,WI,ASX,Ashland,John F Kennedy Memorial,GA,None,1,11,-0.9091
1586,GL,WI,RAC,Racine,John H Batten,GA,None,1,13,-0.9231
772,WP,WK,AWK,Wake Island,Wake Island Airfield,GA,None,340,392,-0.1327
158,EA,WV,CRW,Charleston,Yeager,P,N,282704,264818,0.0675
214,EA,WV,HTS,Huntington,Tri-State/Milton J. Ferguson Field,P,N,112522,115263,-0.0238
356,EA,WV,LWB,Lewisburg,Greenbrier Valley,P,N,17281,12293,0.4058
385,EA,WV,CKB,Clarksburg,North Central West Virginia,P,N,12012,10694,0.1232
408,EA,WV,MGW,Morgantown,Morgantown Municipal-Walter L. Bill Hart Field,P,N,10674,11249,-0.0511
440,EA,WV,PKB,Parkersburg,Mid-Ohio Valley Regional,CS,None,7551,5477,0.3787
543,EA,WV,BKW,Beckley,Raleigh County Memorial,CS,None,2966,2429,0.2211
1222,EA,WV,MRB,Martinsburg,Eastern WV Regional/Shepherd Field,GA,None,8,2,3
1254,EA,WV,6L4,Logan,Logan County,GA,None,6,0,0
1519,EA,WV,W99,Petersburg,Grant County,GA,None,2,1,1
159,NM,WY,JAC,Jackson,Jackson Hole,P,N,279065,288325,-0.0321
240,NM,WY,CPR,Casper,Casper/Natrona County International,P,N,77758,83342,-0.067
307,NM,WY,GCC,Gillette,Gillette-Campbell County,P,N,32846,29230,0.1237
317,NM,WY,COD,Cody,Yellowstone Regional,P,N,28019,28454,-0.0153
320,NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,26219,20993,0.2489
323,NM,WY,CYS,Cheyenne,Cheyenne Regional/Jerry Olson Field,P,N,25112,19507,0.2873
371,NM,WY,RIW,Riverton,Riverton Regional,P,N,14299,14361,-0.0043
377,NM,WY,SHR,Sheridan,Sheridan County,P,N,13324,14146,-0.0581
430,NM,WY,LAR,Laramie,Laramie Regional,CS,None,8493,8999,-0.0562
536,NM,WY,WRL,Worland,Worland Municipal,CS,None,3070,2737,0.1217
1192,NM,WY,TOR,Torrington,Torrington Municipal,GA,None,10,3,2.3333
1198,NM,WY,DUB,Dubois,Dubois Municipal,GA,None,9,0,0
1202,NM,WY,LND,Lander,Hunt Field,GA,None,9,18,-0.5
1307,NM,WY,EMM,Kemmerer,Kemmerer Municipal,GA,None,5,3,0.6667
1306,NM,WY,ECS,Newcastle,Mondell Field,GA,None,5,0,0
1397,NM,WY,AFO,Afton,Afton Municipal,GA,None,3,9,-0.6667
1471,NM,WY,EVW,Evanston,Evanston-Uinta County Burns Field,GA,None,2,0,0
1584,NM,WY,PNA,Pinedale,Ralph Wenz Field,GA,None,1,5,-0.8
,,,29,,,,L Count,,,
,,,35,,,,M Count,,,
,,,74,,,,S Count,,,
,,,249,,,,N Count,,,
,,,1215,,,,None Count,,,
,,,1602,,,,Total Count,,,
